2	0.56	0.083	0.352	1.427		-1.4937399	0.105860113
2.5	0.85	0.125	0.672	1.751		-1.455462442	0.160680529
3.1	1.53	0.224	1.496	2.537		-1.358850311	0.289224953
3.3	1.97	0.285	2.036	3.048		-1.296285518	0.372400756
3.5	2.6	0.376	2.849	3.793		-1.191751937	0.491493384
3.57	2.9	0.421	3.247	4.157		-1.137483007	0.548204159
3.65	3.28	0.474	3.744	4.585		-1.057560461	0.620037807
3.73	3.73	0.54	4.355	5.06		-0.91716043	0.70510397
3.75	3.87	0.56	4.544	5.273		-0.915763962	0.731568998
3.81	4.26	0.615	4.96	5.66		-0.849947148	0.805293006
3.89	4.75	0.686	5.66	6.18		-0.648612588	0.897920605
3.97	5.18	0.748	6.29	6.61		-0.404246209	0.979206049
4.05	5.29	0.763	6.56	6.62		-0.078475467	1
4.13	5.15	0.741	6.5	6.31		0.251002687	0.973534972
4.21	4.8	0.69	6.18	5.77		0.536146022	0.907372401
4.29	4.35	0.625	5.7	5.13		0.739405516	0.822306238
4.37	3.89	0.558	5.19	4.554		0.850632105	0.735349716
4.4	3.74	0.536	5.153	4.351		0.981643637	0.706994329
4.45	3.48	0.498	4.72	4		0.965685127	0.657844991
4.53	3.12	0.447	4.436	3.534		1.110702679	0.58979206
4.6	2.88	0.411	4.151	3.206		1.16055291	0.54442344
4.8	2.3	0.327	3.465	2.458		1.256811447	0.434782609
5.2	1.63	0.231	2.679	1.618		1.35642263	0.308128544
6	1.04	0.146	1.994	0.904		1.437643905	0.196597353
7.5	0.63	0.088	1.562	0.448		1.491965413	0.119092628
