1	15.92040106	15.2072022	12.99923874	11.49460924
2	15.90301986	15.24819623	13.07493032	11.50009906
3	15.88484539	15.28839299	13.14968336	11.50560324
4	15.86548732	15.32745594	13.22326374	11.51113024
5	15.84455319	15.36505175	13.29544225	11.5166885
6	15.82164808	15.40084999	13.36599423	11.52228647
7	15.7963741	15.43452275	13.4346992	11.52793254
8	15.76832988	15.46574415	13.50134047	11.53363512
9	15.73710984	15.4941899	13.56570473	11.53940258
10	15.70230341	15.51953669	13.62758161	11.54524329
11	15.66349407	15.5414616	13.68676329	11.55116559
12	15.62025831	15.5596414	13.74304401	11.55717781
13	15.57216435	15.57375181	13.7962196	11.56328825
14	15.51877075	15.58346672	13.84608705	11.56950519
15	15.45962483	15.58845727	13.89244399	11.5758369
16	15.39436197	15.58846189	13.9351341	11.5822832
17	15.32301073	15.58349838	13.97418325	11.58881018
18	15.24569504	15.5736508	14.00965985	11.59537559
19	15.16253419	15.55899879	14.04162885	11.60193729
20	15.07364324	15.53961779	14.07015195	11.60845322
21	14.9791333	15.51557922	14.0952878	11.61488141
22	14.87911185	15.48695073	14.11709216	11.62118
23	14.77368305	15.45379631	14.13561806	11.6273072
24	14.66294797	15.41617651	14.15091597	11.6332213
25	14.54700489	15.37414852	14.16303388	11.63888068
26	14.42594953	15.32776633	14.17201747	11.64424378
27	14.29987533	15.27708083	14.17791022	11.64926909
28	14.16887361	15.22213991	14.18075347	11.65391514
29	14.03303387	15.16298854	14.18058655	11.65814051
30	13.89244399	15.09966887	14.17744688	11.66190379
31	13.74719004	15.03221166	14.17136715	11.66517165
32	13.59735519	14.96061034	14.16236693	11.66794307
33	13.44302116	14.88484607	14.15046117	11.67022508
34	13.28426885	14.80489615	14.13566306	11.67202463
35	13.12117852	14.72073383	14.11798409	11.67334858
36	12.9538301	14.63232808	14.09743401	11.67420376
37	12.78230338	14.53964348	14.07402088	11.67459694
38	12.60667827	14.44263986	14.04775105	11.67453481
39	12.42703511	14.34127214	14.01862919	11.67402402
40	12.24345494	14.23548991	13.98665823	11.67307117
41	12.05601983	14.1252372	13.95183941	11.67168282
42	11.86481322	14.010452	13.91417222	11.66986547
43	11.66992029	13.89106586	13.87365439	11.66762557
44	11.47142843	13.76700339	13.83028186	11.66496955
45	11.26942767	13.6381817	13.78404875	11.66190379
46	11.06400648	13.50455378	13.73495561	11.65843605
47	10.85523747	13.36624349	13.68303446	11.65457978
48	10.64319081	13.22341978	13.6283244	11.65034981
49	10.42793925	13.07625415	13.57086342	11.64576098
50	10.20955862	12.92492147	13.51068847	11.6408281
51	9.988128362	12.76960065	13.44783549	11.63556598
52	9.763732253	12.61047556	13.38233948	11.62998942
53	9.536459116	12.44773585	13.31423454	11.62411325
54	9.30640373	12.28157791	13.2435539	11.61795227
55	9.073667867	12.11220589	13.17033002	11.61152132
56	8.838361519	11.93983286	13.09459454	11.60483522
57	8.600604343	11.76468191	13.01637842	11.59790885
58	8.360527377	11.58698756	12.93571188	11.59075706
59	8.118275097	11.40699709	12.85262453	11.58339477
60	7.874007874	11.22497216	12.76714533	11.5758369
61	7.627874869	11.04114776	12.67931669	11.56809731
62	7.379919354	10.8556002	12.58923724	11.5601855
63	7.130157038	10.6683661	12.49702145	11.55210991
64	6.878604478	10.47948384	12.40278602	11.54387899
65	6.625279286	10.28899382	12.3066502	11.53550121
66	6.370200386	10.09693872	12.20873608	11.52698504
67	6.11338834	9.903363769	12.10916886	11.518339
68	5.854865767	9.708317073	12.00807719	11.50957161
69	5.594657884	9.511849986	11.90559346	11.50069142
70	5.332793213	9.314017532	11.80185414	11.491707
71	5.06930453	9.114878877	11.69700009	11.48262694
72	4.80423013	8.914497886	11.59117695	11.47345987
73	4.537615567	8.712943747	11.48453542	11.46421443
74	4.269516076	8.510291697	11.37723167	11.45489929
75	4	8.306623863	11.26942767	11.44552314
76	3.729135702	8.102043192	11.16127085	11.43609769
77	3.456933346	7.896716192	11.05283061	11.42664658
78	3.183383703	7.690840562	10.94415796	11.41719648
79	2.908472211	7.484635599	10.83530591	11.4077742
80	2.632176123	7.27834538	10.72632964	11.39840658
81	2.354459597	7.072242443	10.61728656	11.38912059
82	2.075264742	6.866632035	10.50823648	11.37994328
83	1.794494075	6.66185701	10.39924172	11.37090176
84	1.511972978	6.458303454	10.29036722	11.36202325
85	1.227359047	6.256407107	10.18168072	11.35333504
86	0.939882654	6.056660659	10.07325286	11.34486449
87	0.64737654	5.859621935	9.965157339	11.33663903
88	0.340129029	5.665922951	9.857471062	11.32868617
89	#NUM!	5.476279731	9.750274283	11.32103345
90	#NUM!	5.291502622	9.643650761	11.3137085
91	0.43725751	5.11245863	9.537704193	11.30672805
92	0.739655018	4.939923598	9.432608686	11.3000652
93	1.032053001	4.774709473	9.328562644	11.29368206
94	1.320141217	4.617712015	9.225773105	11.28754058
95	1.605445423	4.469910634	9.124455967	11.28160267
96	1.888551577	4.332363769	9.02483617	11.2758301
97	2.169731815	4.206198204	8.927147804	11.27018458
98	2.449128298	4.09259067	8.831634148	11.26462773
99	2.72682123	3.992740391	8.738547607	11.25912108
100	3.002858157	3.907831939	8.648149542	11.2536261
101	3.277268043	3.838989072	8.560709979	11.24810418
102	3.550068636	3.78722201	8.476507168	11.24251663
103	3.821270568	3.75337257	8.395826983	11.23682469
104	4.090879766	3.738063294	8.318962144	11.23098951
105	4.358898944	3.741657387	8.246211251	11.22497216
106	4.625328019	3.76419292	8.177848028	11.21874815
107	4.890163402	3.805256134	8.114029328	11.21235107
108	5.153400296	3.864138873	8.054879423	11.20582915
109	5.415033421	3.939927	8.000518229	11.19923071
110	5.675057117	4.031554584	7.951060433	11.19260419
111	5.93346541	4.137859774	7.906614609	11.18599813
112	6.190252059	4.257636633	7.867282342	11.1794612
113	6.445410598	4.38967908	7.833157374	11.17304218
114	6.698934365	4.532815149	7.804324787	11.16678996
115	6.950816515	4.68593144	7.780860242	11.16075351
